序号,来源图纸,类别,构件名称,规格,编号,轴位,区域,宽度/m,高度/m,左右接,X坐标,Y坐标,图层
2047,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,2365*965,,C/D轴,南区,2.37,0.96,,18600.0,20250.0,K-CEIL-FFU-U14
2048,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,2365*965,,C/D轴,南区,2.37,0.96,,18600.0,22650.0,K-CEIL-FFU-U14
2049,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,2365*965,,D/E轴,南区,2.37,0.96,,18600.0,25050.0,K-CEIL-FFU-U14
2050,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,2365*965,,D/E轴,南区,2.37,0.96,,18600.0,27450.0,K-CEIL-FFU-U14
2051,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,2365*965,,C/D轴,南区,2.37,0.96,,21000.0,21450.0,K-CEIL-FFU-U14
2052,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,C/D轴,南区,3.60,0.50,,7800.0,20255.43,K-CEIL-FFU-U14
2053,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,C/D轴,南区,3.60,0.50,,5400.0,20250.0,K-CEIL-FFU-U14
2054,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,C/D轴,南区,3.60,0.50,,12600.0,20250.0,K-CEIL-FFU-U14
2055,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,C/D轴,南区,3.60,0.50,,12600.0,22650.0,K-CEIL-FFU-U14
2056,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,7800.0,25055.43,K-CEIL-FFU-U14
2057,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,5400.0,25050.0,K-CEIL-FFU-U14
2058,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,15000.0,25050.0,K-CEIL-FFU-U14
2059,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,12600.0,25050.0,K-CEIL-FFU-U14
2060,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,16200.0,27450.0,K-CEIL-FFU-U14
2061,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,15000.0,27450.0,K-CEIL-FFU-U14
2062,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,12600.0,27450.0,K-CEIL-FFU-U14
2063,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,C/D轴,南区,3.60,0.50,,4200.0,20250.0,K-CEIL-FFU-U14
2064,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,C/D轴,南区,3.60,0.50,,10200.0,20250.0,K-CEIL-FFU-U14
2065,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,10200.0,25050.0,K-CEIL-FFU-U14
2066,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,D/E轴,南区,3.60,0.50,,10200.0,27450.0,K-CEIL-FFU-U14
2067,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500,,C/D轴,南区,3.60,0.50,,15000.0,21450.0,K-CEIL-FFU-U14
2068,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500 DCC,DCC,D/E轴,南区,3.60,0.50,,7800.0,27455.43,K-CEIL-FFU-U14
2069,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500 DCC,DCC,C/D轴,南区,3.60,0.50,,4200.0,22650.0,K-CEIL-FFU-U14
2070,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500 DCC,DCC,C/D轴,南区,3.60,0.50,,10200.0,22650.0,K-CEIL-FFU-U14
2071,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500 DCC,DCC,C/D轴,南区,3.60,0.50,,5400.0,22650.0,K-CEIL-FFU-U14
2072,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3600X500 DCC,DCC,C/D轴,南区,3.60,0.50,,7800.0,21455.43,K-CEIL-FFU-U14
2073,X-HLP3-CR-B3-LAY-KEQP-04-001,DCC设备,DCC-4-3,3500x2300(左) DCC-F,DCC-F,A/B轴,南区,3.50,2.30,左,700.0,3257.05,0
2074,X-HLP3-CR-B3-LAY-KEQP-04-001,DCC设备,DCC-2406,2400x600,DCC-2406,C/D轴,南区,2.40,0.60,,56920.52,22545.28,0
2075,X-HLP3-CR-B3-LAY-KEQP-04-001,DCC设备,DCC-2365DCC-2410-Horizotal,2365*765 DCC,DCC,B/C轴,南区,2.37,0.77,,26075.0,13753.0,X-HL-CR-F1-EQP-02-01$0$0-DCC
2076,X-HLP3-CR-B3-LAY-KEQP-04-001,DCC设备,DCC-2365DCC-2410-Horizotal,2365*765 DCC,DCC,B/C轴,南区,2.37,0.77,,26075.0,11353.0,X-HL-CR-F1-EQP-02-01$0$0-DCC
2077,X-HLP3-CR-B3-LAY-KEQP-04-001,DCC设备,DCC-2365DCC-2410-Horizotal,2365*765 DCC,DCC,C/D轴,南区,2.37,0.77,,26075.0,16153.0,X-HL-CR-F1-EQP-02-01$0$0-DCC
2078,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1212-U16,3500x2300(左) DCC,DCC,B/C轴,南区,3.50,2.30,左,18600.0,10650.0,K-CEIL-FFU-U14
2079,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1206,1200x600,,A轴,南区,1.20,0.60,,103782.2,-30726.62,K-CEIL-FFU_AMC
2080,X-HLP3-CR-B3-LAY-KEQP-04-001,其他,FFU1206,1200x600,,A轴,南区,1.20,0.60,,103782.2,-26226.62,K-CEIL-FFU-U14
2081,X-HLP3-CR-B3-LAY-KPART-04-002,门,单开门 1000X2000,1000x2000 MD 1200x2200 DCC-F*2,DCC-F,A/B轴,南区,1.00,2.00,,25553.61,4955.41,K-PART-DOOR
2082,X-HLP3-CR-B3-LAY-KPART-04-002,门,单开门 1000X2000,1000x2000 2365*965,,D/E轴,南区,1.00,2.00,,25553.61,26555.41,K-PART-DOOR
2083,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-2408,2400x800 2365x765 DCC,DCC,Q/R轴,北中区,2.40,0.80,,271099.55,108925.16,0
2084,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-2408,2400x800 2365x765 DCC,DCC,Q/R轴,北中区,2.40,0.80,,275899.55,108925.16,0
2085,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-2408,2400x800 2365x765 DCC,DCC,Q/R轴,北中区,2.40,0.80,,278299.55,108925.16,0
2086,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-2408,2400x800 2365x765 DCC,DCC,Q/R轴,北中区,2.40,0.80,,280699.55,108925.16,0
2087,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-2408,2400x800 2365x765 DCC,DCC,H/J轴,南中区,2.40,0.80,,129299.84,52544.55,0
2088,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,210000.0,45300.0,0
2089,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,183600.0,77825.0,0
2090,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,H/J轴,南中区,2.40,1.30,右,181250.0,57600.0,0
2091,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,J/K轴,南中区,2.40,1.30,右,181250.0,60000.0,0
2092,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,J/K轴,南中区,2.40,1.30,右,181250.0,62400.0,0
2093,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,J/K轴,南中区,2.40,1.30,右,181250.0,64800.0,0
2094,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,181250.0,67200.0,0
2095,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,181250.0,69600.0,0
2096,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,181250.0,72000.0,0
2097,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,181250.0,74400.0,0
2098,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,H/J轴,南中区,2.40,1.30,右,239325.0,54000.0,0
2099,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,H/J轴,南中区,2.40,1.30,右,239325.0,56400.0,0
2100,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,H/J轴,南中区,2.40,1.30,右,239325.0,58800.0,0
2101,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,J/K轴,南中区,2.40,1.30,右,239325.0,61200.0,0
2102,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,J/K轴,南中区,2.40,1.30,右,239325.0,63600.0,0
2103,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,J/K轴,南中区,2.40,1.30,右,239325.0,66000.0,0
2104,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,239325.0,68400.0,0
2105,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,239325.0,70800.0,0
2106,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,K/L轴,南中区,2.40,1.30,右,239325.0,73200.0,0
2107,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,239325.0,75600.0,0
2108,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,186000.0,77825.0,0
2109,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,188400.0,77825.0,0
2110,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,190800.0,77825.0,0
2111,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,193200.0,77825.0,0
2112,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,195600.0,77825.0,0
2113,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,198000.0,77825.0,0
2114,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,204000.0,77825.0,0
2115,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,206400.0,77825.0,0
2116,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,208800.0,77825.0,0
2117,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,211200.0,77825.0,0
2118,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,213600.0,77825.0,0
2119,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,216000.0,77825.0,0
2120,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,218400.0,77825.0,0
2121,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,220800.0,77825.0,0
2122,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,223200.0,77825.0,0
2123,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,225600.0,77825.0,0
2124,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,228000.0,77825.0,0
2125,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,230400.0,77825.0,0
2126,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,232800.0,77825.0,0
2127,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,235200.0,77825.0,0
2128,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,L/M轴,北中区,2.40,1.30,右,237600.0,77825.0,0
2129,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,212400.0,45300.0,0
2130,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,214800.0,45300.0,0
2131,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,217200.0,45300.0,0
2132,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,219600.0,45300.0,0
2133,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,222000.0,45300.0,0
2134,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,224400.0,45300.0,0
2135,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,W/X轴,北区,2.40,1.30,右,14900.0,148100.0,0
2136,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,X/Y轴,北区,2.40,1.30,右,14900.0,152850.0,0
2137,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,X/Y轴,北区,2.40,1.30,右,28350.0,155886.65,0
2138,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,X/Y轴,北区,2.40,1.30,右,28350.0,153436.65,0
2139,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,W/X轴,北区,2.40,1.30,右,28350.0,148686.65,0
2140,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,207600.0,45300.0,0
2141,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,2400x1300(右) DCC,DCC,G/H轴,南中区,2.40,1.30,右,205200.0,45300.0,0
2142,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,3500x2300(左) DCC,DCC,X/Y轴,北区,3.50,2.30,左,14900.0,155300.0,0
2143,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(右) DCC,DCC,H/J轴,南中区,1.10,6.50,右,108600.0,52700.0,0
2144,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(右) DCC,DCC,H/J轴,南中区,1.10,6.50,右,108600.0,55100.0,0
2145,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(右) DCC,DCC,J/K轴,南中区,1.10,6.50,右,108600.0,59900.0,0
2146,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(右) DCC,DCC,J/K轴,南中区,1.10,6.50,右,108600.0,62300.0,0
2147,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(右) DCC,DCC,K/L轴,南中区,1.10,6.50,右,108600.0,66375.0,0
2148,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(右) DCC,DCC,K/L轴,南中区,1.10,6.50,右,108600.0,68775.0,0
2149,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365x765 DCC,DCC,H/J轴,南中区,1.10,6.50,,129000.0,55100.0,0
2150,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(左) DCC,DCC,J/K轴,南中区,1.10,6.50,左,129000.0,59900.0,0
2151,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(左) DCC,DCC,J/K轴,南中区,1.10,6.50,左,129000.0,62300.0,0
2152,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(左) DCC,DCC,K/L轴,南中区,1.10,6.50,左,129000.0,66375.0,0
2153,X-HLP3-CR-F3-LAY-KEQP-01-002,其他,2365_1165,1100x6500 2365*1165(左) DCC,DCC,K/L轴,南中区,1.10,6.50,左,129000.0,68775.0,0
2154,X-HLP3-CR-F3-LAY-KEQP-01-002,DCC设备,DCC-1-3,,DCC-1,N/P轴,北中区,,,,452869.66,93659.94,0
2155,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,U/V轴,北中区,,,,-189537.1,137644.01,0
2156,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,U/V轴,北中区,,,,-189809.14,137644.01,0
2157,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,U/V轴,北中区,,,,-189809.14,131593.53,0
2158,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,U/V轴,北中区,,,,-189537.1,131593.53,0
2159,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,化学锚栓连接板,,,Y轴,北区,,,,-231295.54,230573.49,K-CEIL-DCC-RACK
2160,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,化学锚栓连接板,,,Y轴,北区,,,,-238445.54,230573.49,K-CEIL-DCC-RACK
2161,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,化学锚栓连接板,,,Y轴,北区,,,,-214811.04,230573.49,K-CEIL-DCC-RACK
2162,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,Q/R轴,北中区,,,,-187553.42,106859.53,0
2163,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,Q/R轴,北中区,,,,-187825.45,106859.53,0
2164,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,R/S轴,北中区,,,,-187825.45,112910.01,0
2165,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,R/S轴,北中区,,,,-187553.42,112910.01,0
2166,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,Q/R轴,北中区,,,,-185053.04,106859.53,0
2167,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,Q/R轴,北中区,,,,-185325.08,106859.53,0
2168,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,Q/R轴,北中区,,,,-193810.5,106859.53,0
2169,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,Q/R轴,北中区,,,,-193538.46,106859.53,0
2170,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,R/S轴,北中区,,,,-193538.46,112910.01,0
2171,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,M12,,,R/S轴,北中区,,,,-193810.5,112910.01,0
